Simu_round	Time_Greedy	Time_exhaus	Number_Greedy	Number_exhaus	Info	greedy_PE	exhaus_PE	greedy_PIC	exhaus_PIC
0	0	0	0	0	Both_failed	0	0	0	0
1	0	0	1	3	Exhaus	0.4124,0.4518,0.4527,0.439	0.4518,0.5141,0.4527,0.4729;0.4518,0.4527,0.4124,0.439;0.5141,0.4527,0.4124,0.4597	0.4662,0.45,0.4992,0.4718	0.45,0.5862,0.4992,0.5118;0.45,0.4992,0.4662,0.4718;0.5862,0.4992,0.4662,0.5172
2	0	0	2	4	Exhaus	0.2995,0.2995,0.4527,0.3506;0.2995,0.2995,0.2551,0.2847	0.2995,0.4527,0.2995,0.3506;0.2995,0.4527,0.5141,0.4221;0.2995,0.2551,0.2995,0.2847;0.2995,0.2551,0.5141,0.3562	0.3142,0.3142,0.4992,0.3759;0.3142,0.3142,0.3318,0.3201	0.3142,0.4992,0.3142,0.3759;0.3142,0.4992,0.5862,0.4665;0.3142,0.3318,0.3142,0.3201;0.3142,0.3318,0.5862,0.4107
3	0	0	0	0	Both_failed	0	0	0	0
4	0	0	0	0	Both_failed	0	0	0	0
5	0	0	0	0	Both_failed	0	0	0	0
6	0	0	2	2		0.8288,0.5535,0.6911;0.8288,0.7522,0.7905	0.8288,0.5535,0.6911;0.8288,0.7522,0.7905	0.7978,0.5812,0.6895;0.7978,0.73,0.7639	0.7978,0.5812,0.6895;0.7978,0.73,0.7639
7	0	0	1	1		0.7522,0.6493,0.427,0.6149,0.6108	0.7522,0.427,0.6149,0.6493,0.6108	0.73,0.672,0.4918,0.6454,0.6348	0.73,0.4918,0.6454,0.672,0.6348
8	0	0	0	0	Both_failed	0	0	0	0
9	0	0	0	0	Both_failed	0	0	0	0
10	0	0	0	0	Both_failed	0	0	0	0
11	0	0	0	0	Both_failed	0	0	0	0
12	0	0	1	1		0.7029,0.427,0.5901,0.5733	0.427,0.5901,0.7029,0.5733	0.7014,0.4918,0.6102,0.6011	0.4918,0.6102,0.7014,0.6011
13	0	0	1	1		0.6493,0.2995,0.427,0.4586	0.427,0.6493,0.2995,0.4586	0.672,0.3142,0.4918,0.4927	0.4918,0.672,0.3142,0.4927
14	0	0	0	0	Both_failed	0	0	0	0
15	0	0	0	0	Both_failed	0	0	0	0
16	0	0	2	3	Exhaus	0.6717,0.5141,0.6501,0.612;0.6717,0.5141,0.427,0.5376	0.5141,0.6501,0.6717,0.612;0.5141,0.6717,0.427,0.5376;0.6501,0.6717,0.427,0.5829	0.6756,0.5862,0.642,0.6346;0.6756,0.5862,0.4918,0.5845	0.5862,0.642,0.6756,0.6346;0.5862,0.6756,0.4918,0.5845;0.642,0.6756,0.4918,0.6031
17	0	0	0	0	Both_failed	0	0	0	0
18	0	0	0	0	Both_failed	0	0	0	0
19	0	0	1	2	Exhaus	0.7454,0.7522,0.7488	0.7522,0.7454,0.7488;0.7522,0.4124,0.5823	0.7446,0.73,0.7373	0.73,0.7446,0.7373;0.73,0.4662,0.5981
20	0	0	0	0	Both_failed	0	0	0	0
21	0	0	2	2		0.4951,0.5901,0.6501,0.5784;0.4951,0.5901,0.5233,0.5362	0.6501,0.5901,0.4951,0.5784;0.5233,0.5901,0.4951,0.5362	0.5632,0.6102,0.642,0.6051;0.5632,0.6102,0.535,0.5695	0.642,0.6102,0.5632,0.6051;0.535,0.6102,0.5632,0.5695
22	0	0	0	0	Both_failed	0	0	0	0
23	0	0	2	2		0.8808,0.5535,0.7171;0.8808,0.5141,0.6974	0.5535,0.8808,0.7171;0.5141,0.8808,0.6974	0.8442,0.5812,0.7127;0.8442,0.5862,0.7152	0.5812,0.8442,0.7127;0.5862,0.8442,0.7152
24	0	0	3	3		0.7057,0.4527,0.5792;0.7057,0.4951,0.6004;0.7057,0.4951,0.6004	0.4527,0.7057,0.5792;0.4951,0.7057,0.6004;0.7057,0.4951,0.6004	0.673,0.4992,0.5861;0.673,0.5632,0.6181;0.673,0.5632,0.6181	0.4992,0.673,0.5861;0.5632,0.673,0.6181;0.673,0.5632,0.6181
25	0	0	0	0	Both_failed	0	0	0	0
26	0	0	1	2	Exhaus	0.6654,0.6717,0.5901,0.6424	0.6717,0.5901,0.6654,0.6424;0.6717,0.5901,0.5141,0.592	0.6918,0.6756,0.6102,0.6592	0.6756,0.6102,0.6918,0.6592;0.6756,0.6102,0.5862,0.624
27	0	0	0	0	Both_failed	0	0	0	0
28	0	0	0	0	Both_failed	0	0	0	0
29	0	0	2	7	Exhaus	0.6717,0.6717,0.5535,0.6323;0.6717,0.6717,0.7522,0.6985	0.6717,0.5535,0.6493,0.6248;0.6717,0.5535,0.6717,0.6323;0.6717,0.5535,0.2749,0.5;0.6717,0.6493,0.7522,0.6911;0.6717,0.6717,0.7522,0.6985;0.6717,0.7522,0.2749,0.5663;0.5535,0.6717,0.7522,0.6591	0.6756,0.6756,0.5812,0.6441;0.6756,0.6756,0.73,0.6937	0.6756,0.5812,0.672,0.6429;0.6756,0.5812,0.6756,0.6441;0.6756,0.5812,0.3648,0.5405;0.6756,0.672,0.73,0.6925;0.6756,0.6756,0.73,0.6937;0.6756,0.73,0.3648,0.5901;0.5812,0.6756,0.73,0.6623
30	0	0	0	0	Both_failed	0	0	0	0
31	0	0	1	1		0.5616,0.4518,0.5901,0.5345	0.5901,0.4518,0.5616,0.5345	0.5958,0.45,0.6102,0.552	0.6102,0.45,0.5958,0.552
32	0	0	2	2		0.4951,0.5616,0.5535,0.5367;0.4951,0.5616,0.5233,0.5267	0.4951,0.5535,0.5616,0.5367;0.4951,0.5616,0.5233,0.5267	0.5632,0.5958,0.5812,0.5801;0.5632,0.5958,0.535,0.5647	0.5632,0.5812,0.5958,0.5801;0.5632,0.5958,0.535,0.5647
33	0	0	0	0	Both_failed	0	0	0	0
34	0	0	1	2	Exhaus	0.6717,0.4124,0.4124,0.4988	0.4124,0.4124,0.4124,0.4124;0.4124,0.4124,0.6717,0.4988	0.6756,0.4662,0.4662,0.536	0.4662,0.4662,0.4662,0.4662;0.4662,0.4662,0.6756,0.536
35	0	0	0	0	Both_failed	0	0	0	0
36	0	0	3	3		0.5616,0.2995,0.4527,0.4379;0.5616,0.2995,0.5233,0.4615;0.5616,0.2995,0.5141,0.4584	0.5616,0.4527,0.2995,0.4379;0.5616,0.2995,0.5233,0.4615;0.5616,0.2995,0.5141,0.4584	0.5958,0.3142,0.4992,0.4697;0.5958,0.3142,0.535,0.4817;0.5958,0.3142,0.5862,0.4987	0.5958,0.4992,0.3142,0.4697;0.5958,0.3142,0.535,0.4817;0.5958,0.3142,0.5862,0.4987
37	0	0	0	0	Both_failed	0	0	0	0
38	0	0	0	0	Both_failed	0	0	0	0
39	0	0	2	4	Exhaus	0.6717,0.427,0.2995,0.4661;0.6717,0.427,0.427,0.5086	0.5535,0.427,0.2995,0.4267;0.5901,0.6717,0.2995,0.5204;0.6717,0.427,0.2995,0.4661;0.6717,0.427,0.427,0.5086	0.6756,0.4918,0.3142,0.4939;0.6756,0.4918,0.4918,0.5531	0.5812,0.4918,0.3142,0.4624;0.6102,0.6756,0.3142,0.5333;0.6756,0.4918,0.3142,0.4939;0.6756,0.4918,0.4918,0.5531
40	0	0	0	0	Both_failed	0	0	0	0
41	0	0	1	1		0.8288,0.4124,0.6206	0.4124,0.8288,0.6206	0.7978,0.4662,0.632	0.4662,0.7978,0.632
42	0	0	1	2	Exhaus	0.6717,0.4124,0.4518,0.512	0.6717,0.4124,0.4518,0.512;0.4124,0.4518,0.5233,0.4625	0.6756,0.4662,0.45,0.5306	0.6756,0.4662,0.45,0.5306;0.4662,0.45,0.535,0.4837
43	0	0	0	0	Both_failed	0	0	0	0
44	0	0	0	0	Both_failed	0	0	0	0
45	0	0	0	0	Both_failed	0	0	0	0
46	0	0	0	0	Both_failed	0	0	0	0
47	0	0	2	2		0.8808,0.4859,0.6834;0.8808,0.5233,0.7021	0.8808,0.4859,0.6834;0.8808,0.5233,0.7021	0.8442,0.5478,0.696;0.8442,0.535,0.6896	0.8442,0.5478,0.696;0.8442,0.535,0.6896
48	0	0	1	1		0.7522,0.427,0.5896	0.7522,0.427,0.5896	0.73,0.4918,0.6109	0.73,0.4918,0.6109
49	0	0	0	0	Both_failed	0	0	0	0
50	0	0	0	0	Both_failed	0	0	0	0
51	0	0	0	0	Both_failed	0	0	0	0
52	0	0	0	0	Both_failed	0	0	0	0
53	0	0	1	1		0.2995,0.4518,0.5901,0.4471	0.2995,0.4518,0.5901,0.4471	0.3142,0.45,0.6102,0.4581	0.3142,0.45,0.6102,0.4581
54	0	0	0	0	Both_failed	0	0	0	0
55	0	0	0	0	Both_failed	0	0	0	0
56	0	0	0	0	Both_failed	0	0	0	0
57	0	0	0	0	Both_failed	0	0	0	0
58	0	0	0	0	Both_failed	0	0	0	0
59	0	0	2	2		0.6717,0.427,0.5901,0.5629;0.6717,0.427,0.4124,0.5037	0.6717,0.5901,0.427,0.5629;0.6717,0.427,0.4124,0.5037	0.6756,0.4918,0.6102,0.5925;0.6756,0.4918,0.4662,0.5445	0.6756,0.6102,0.4918,0.5925;0.6756,0.4918,0.4662,0.5445
60	0	0	0	0	Both_failed	0	0	0	0
61	0	0	1	2	Exhaus	0.6717,0.427,0.5901,0.2551,0.486	0.427,0.5901,0.6717,0.2551,0.486;0.5901,0.6717,0.6318,0.2551,0.5372	0.6756,0.4918,0.6102,0.3318,0.5274	0.4918,0.6102,0.6756,0.3318,0.5274;0.6102,0.6756,0.666,0.3318,0.5709
62	0	0	4	9	Exhaus	0.7454,0.2995,0.7454,0.5968;0.7454,0.2995,0.427,0.4906;0.7454,0.2995,0.6501,0.565;0.7454,0.2995,0.6717,0.5722	0.2995,0.7454,0.6501,0.565;0.2995,0.7454,0.6717,0.5722;0.2995,0.7454,0.7454,0.5968;0.2995,0.427,0.7454,0.4906;0.2995,0.6501,0.7454,0.565;0.2995,0.6717,0.7454,0.5722;0.7454,0.6501,0.7454,0.7136;0.7454,0.6717,0.7454,0.7208;0.7454,0.764,0.7454,0.7516	0.7446,0.3142,0.7446,0.6011;0.7446,0.3142,0.4918,0.5169;0.7446,0.3142,0.642,0.5669;0.7446,0.3142,0.6756,0.5781	0.3142,0.7446,0.642,0.5669;0.3142,0.7446,0.6756,0.5781;0.3142,0.7446,0.7446,0.6011;0.3142,0.4918,0.7446,0.5169;0.3142,0.642,0.7446,0.5669;0.3142,0.6756,0.7446,0.5781;0.7446,0.642,0.7446,0.7104;0.7446,0.6756,0.7446,0.7216;0.7446,0.7482,0.7446,0.7458
63	0	0	2	2		0.6654,0.4527,0.4518,0.5233;0.6654,0.4527,0.5901,0.5694	0.4518,0.6654,0.4527,0.5233;0.6654,0.5901,0.4527,0.5694	0.6918,0.4992,0.45,0.547;0.6918,0.4992,0.6102,0.6004	0.45,0.6918,0.4992,0.547;0.6918,0.6102,0.4992,0.6004
64	0	0	0	0	Both_failed	0	0	0	0
65	0	0	0	0	Both_failed	0	0	0	0
66	0	0	2	2		0.8808,0.8808,0.8808;0.8808,0.5901,0.7354	0.8808,0.8808,0.8808;0.8808,0.5901,0.7354	0.8442,0.8442,0.8442;0.8442,0.6102,0.7272	0.8442,0.8442,0.8442;0.8442,0.6102,0.7272
67	0	0	1	1		0.7454,0.5901,0.5233,0.6196	0.5901,0.7454,0.5233,0.6196	0.7446,0.6102,0.535,0.6299	0.6102,0.7446,0.535,0.6299
68	0	0	0	0	Both_failed	0	0	0	0
69	0	0	1	1		0.7057,0.5616,0.6337	0.5616,0.7057,0.6337	0.673,0.5958,0.6344	0.5958,0.673,0.6344
70	0	0	0	0	Both_failed	0	0	0	0
71	0	0	0	0	Both_failed	0	0	0	0
72	0	0	0	0	Both_failed	0	0	0	0
73	0	0	1	1		0.7029,0.6717,0.6873	0.7029,0.6717,0.6873	0.7014,0.6756,0.6885	0.7014,0.6756,0.6885
74	0	0	4	4		0.8288,0.2995,0.5641;0.8288,0.5141,0.6714;0.8288,0.6717,0.7502;0.8288,0.5233,0.676	0.8288,0.2995,0.5641;0.8288,0.5141,0.6714;0.8288,0.6717,0.7502;0.8288,0.5233,0.676	0.7978,0.3142,0.556;0.7978,0.5862,0.692;0.7978,0.6756,0.7367;0.7978,0.535,0.6664	0.7978,0.3142,0.556;0.7978,0.5862,0.692;0.7978,0.6756,0.7367;0.7978,0.535,0.6664
75	0	0	0	0	Both_failed	0	0	0	0
76	0	0	2	2		0.7057,0.6717,0.6887;0.7057,0.4124,0.5591	0.6717,0.7057,0.6887;0.7057,0.4124,0.5591	0.673,0.6756,0.6743;0.673,0.4662,0.5696	0.6756,0.673,0.6743;0.673,0.4662,0.5696
77	0	0	0	0	Both_failed	0	0	0	0
78	0	0	2	4	Exhaus	0.2995,0.5901,0.4518,0.4471;0.2995,0.5901,0.8808,0.5901	0.5901,0.2995,0.4518,0.4471;0.5901,0.2995,0.8808,0.5901;0.2995,0.2551,0.8808,0.4785;0.2995,0.4518,0.8808,0.544	0.3142,0.6102,0.45,0.4581;0.3142,0.6102,0.8442,0.5895	0.6102,0.3142,0.45,0.4581;0.6102,0.3142,0.8442,0.5895;0.3142,0.3318,0.8442,0.4967;0.3142,0.45,0.8442,0.5361
79	0	0	0	0	Both_failed	0	0	0	0
80	0	0	0	0	Both_failed	0	0	0	0
81	0	0	0	0	Both_failed	0	0	0	0
82	0	0	0	0	Both_failed	0	0	0	0
83	0	0	0	0	Both_failed	0	0	0	0
84	0	0	1	1		0.427,0.5901,0.427,0.4814	0.5901,0.427,0.427,0.4814	0.4918,0.6102,0.4918,0.5313	0.6102,0.4918,0.4918,0.5313
85	0	0	0	0	Both_failed	0	0	0	0
86	0	0	0	0	Both_failed	0	0	0	0
87	0	0	0	0	Both_failed	0	0	0	0
88	0	0	0	0	Both_failed	0	0	0	0
89	0	0	0	0	Both_failed	0	0	0	0
90	0	0	0	0	Both_failed	0	0	0	0
91	0	0	1	1		0.2995,0.4518,0.6717,0.4743	0.2995,0.4518,0.6717,0.4743	0.3142,0.45,0.6756,0.4799	0.3142,0.45,0.6756,0.4799
92	0	0	0	0	Both_failed	0	0	0	0
93	0	0	0	0	Both_failed	0	0	0	0
94	0	0	0	0	Both_failed	0	0	0	0
95	0	0	0	0	Both_failed	0	0	0	0
96	0	0	0	0	Both_failed	0	0	0	0
97	0	0	1	2	Exhaus	0.6717,0.5616,0.5616,0.5983	0.5616,0.5616,0.2995,0.4742;0.5616,0.5616,0.6717,0.5983	0.6756,0.5958,0.5958,0.6224	0.5958,0.5958,0.3142,0.5019;0.5958,0.5958,0.6756,0.6224
98	0	0	0	0	Both_failed	0	0	0	0
99	0	0	0	0	Both_failed	0	0	0	0
100	0	0	0	0	Both_failed	0	0	0	0
101	0	0	1	1		0.6717,0.5141,0.6717,0.6192	0.6717,0.6717,0.5141,0.6192	0.6756,0.5862,0.6756,0.6458	0.6756,0.6756,0.5862,0.6458
102	0	0	0	0	Both_failed	0	0	0	0
103	0	0	2	3	Exhaus	0.6717,0.6717,0.4518,0.5984;0.6717,0.6717,0.5233,0.6222	0.6717,0.6717,0.4518,0.5984;0.6717,0.6717,0.5233,0.6222;0.6717,0.4518,0.2995,0.4743	0.6756,0.6756,0.45,0.6004;0.6756,0.6756,0.535,0.6287	0.6756,0.6756,0.45,0.6004;0.6756,0.6756,0.535,0.6287;0.6756,0.45,0.3142,0.4799
104	0	0	0	0	Both_failed	0	0	0	0
105	0	0	0	0	Both_failed	0	0	0	0
106	0	0	1	1		0.6717,0.5616,0.6717,0.635	0.6717,0.6717,0.5616,0.635	0.6756,0.5958,0.6756,0.649	0.6756,0.6756,0.5958,0.649
107	0	0	0	0	Both_failed	0	0	0	0
108	0	0	2	3	Exhaus	0.4951,0.5616,0.6717,0.5535,0.5705;0.4951,0.5616,0.5233,0.5535,0.5334	0.6717,0.5535,0.4951,0.5616,0.5705;0.5535,0.7169,0.4951,0.5233,0.5722;0.5535,0.4951,0.5616,0.5233,0.5334	0.5632,0.5958,0.6756,0.5812,0.604;0.5632,0.5958,0.535,0.5812,0.5688	0.6756,0.5812,0.5632,0.5958,0.604;0.5812,0.7204,0.5632,0.535,0.6;0.5812,0.5632,0.5958,0.535,0.5688
109	0	0	0	0	Both_failed	0	0	0	0
110	0	0	0	0	Both_failed	0	0	0	0
111	0	0	0	0	Both_failed	0	0	0	0
112	0	0	0	0	Both_failed	0	0	0	0
113	0	0	0	0	Both_failed	0	0	0	0
114	0	0	0	0	Both_failed	0	0	0	0
115	0	0	0	0	Both_failed	0	0	0	0
116	0	0	0	0	Both_failed	0	0	0	0
117	0	0	0	0	Both_failed	0	0	0	0
118	0	0	1	1		0.4951,0.427,0.5233,0.4818	0.427,0.5233,0.4951,0.4818	0.5632,0.4918,0.535,0.53	0.4918,0.535,0.5632,0.53
119	0	0	2	2		0.6493,0.5901,0.5616,0.6003;0.6493,0.5901,0.5616,0.6003	0.5616,0.5901,0.6493,0.6003;0.5901,0.5616,0.6493,0.6003	0.672,0.6102,0.5958,0.626;0.672,0.6102,0.5958,0.626	0.5958,0.6102,0.672,0.626;0.6102,0.5958,0.672,0.626
120	0	0	0	0	Both_failed	0	0	0	0
121	0	0	1	1		0.4951,0.2995,0.5901,0.4616	0.2995,0.4951,0.5901,0.4616	0.5632,0.3142,0.6102,0.4959	0.3142,0.5632,0.6102,0.4959
122	0	0	0	0	Both_failed	0	0	0	0
123	0	0	3	4	Exhaus	0.6654,0.4527,0.5616,0.5599;0.6654,0.4527,0.2995,0.4725;0.6654,0.4527,0.5901,0.5694	0.5616,0.4527,0.6654,0.5599;0.5616,0.2995,0.6654,0.5088;0.4527,0.2995,0.6654,0.4725;0.4527,0.6654,0.5901,0.5694	0.6918,0.4992,0.5958,0.5956;0.6918,0.4992,0.3142,0.5017;0.6918,0.4992,0.6102,0.6004	0.5958,0.4992,0.6918,0.5956;0.5958,0.3142,0.6918,0.5339;0.4992,0.3142,0.6918,0.5017;0.4992,0.6918,0.6102,0.6004
124	0	0	0	0	Both_failed	0	0	0	0
125	0	0	0	0	Both_failed	0	0	0	0
126	0	0	0	0	Both_failed	0	0	0	0
127	0	0	1	3	Exhaus	0.7454,0.6717,0.4859,0.6343	0.4951,0.6717,0.4859,0.5509;0.4951,0.4859,0.5616,0.5142;0.6717,0.7454,0.4859,0.6343	0.7446,0.6756,0.5478,0.656	0.5632,0.6756,0.5478,0.5955;0.5632,0.5478,0.5958,0.5689;0.6756,0.7446,0.5478,0.656
128	0	0	0	0	Both_failed	0	0	0	0
129	0	0	0	0	Both_failed	0	0	0	0
130	0	0	1	2	Exhaus	0.7522,0.6493,0.4859,0.4124,0.575	0.6493,0.4859,0.4124,0.7522,0.575;0.6493,0.4859,0.4124,0.5901,0.5344	0.73,0.672,0.5478,0.4662,0.604	0.672,0.5478,0.4662,0.73,0.604;0.672,0.5478,0.4662,0.6102,0.574
131	0	0	0	0	Both_failed	0	0	0	0
132	0	0	0	0	Both_failed	0	0	0	0
133	0	0	0	0	Both_failed	0	0	0	0
134	0	0	0	0	Both_failed	0	0	0	0
135	0	0	0	0	Both_failed	0	0	0	0
136	0	0	2	2		0.8808,0.4951,0.688;0.8808,0.7522,0.8165	0.4951,0.8808,0.688;0.7522,0.8808,0.8165	0.8442,0.5632,0.7037;0.8442,0.73,0.7871	0.5632,0.8442,0.7037;0.73,0.8442,0.7871
137	0	0	0	0	Both_failed	0	0	0	0
138	0	0	0	0	Both_failed	0	0	0	0
139	0	0	0	0	Both_failed	0	0	0	0
140	0	0	0	0	Both_failed	0	0	0	0
141	0	0	0	0	Both_failed	0	0	0	0
142	0	0	0	0	Both_failed	0	0	0	0
143	0	0	0	0	Both_failed	0	0	0	0
144	0	0	0	0	Both_failed	0	0	0	0
145	0	0	0	0	Both_failed	0	0	0	0
146	0	0	0	0	Both_failed	0	0	0	0
147	0	0	0	0	Both_failed	0	0	0	0
148	0	0	1	2	Exhaus	0.2995,0.8808,0.6501,0.6101	0.8808,0.2995,0.6501,0.6101;0.8808,0.5141,0.6501,0.6817	0.3142,0.8442,0.642,0.6001	0.8442,0.3142,0.642,0.6001;0.8442,0.5862,0.642,0.6908
149	0	0	0	0	Both_failed	0	0	0	0
150	0	0	1	1		0.6654,0.6717,0.6686	0.6654,0.6717,0.6686	0.6918,0.6756,0.6837	0.6918,0.6756,0.6837
151	0	0	0	0	Both_failed	0	0	0	0
152	0	0	1	1		0.5901,0.4124,0.6149,0.2749,0.4731	0.2749,0.5901,0.4124,0.6149,0.4731	0.6102,0.4662,0.6454,0.3648,0.5216	0.3648,0.6102,0.4662,0.6454,0.5216
153	0	0	0	0	Both_failed	0	0	0	0
154	0	0	0	0	Both_failed	0	0	0	0
155	0	0	2	2		0.427,0.4124,0.4859,0.4418;0.427,0.3761,0.4859,0.4297	0.4124,0.4859,0.427,0.4418;0.4859,0.3761,0.427,0.4297	0.4918,0.4662,0.5478,0.5019;0.4918,0.4102,0.5478,0.4833	0.4662,0.5478,0.4918,0.5019;0.5478,0.4102,0.4918,0.4833
156	0	0	0	0	Both_failed	0	0	0	0
157	0	0	0	0	Both_failed	0	0	0	0
158	0	0	0	0	Both_failed	0	0	0	0
159	0	0	0	0	Both_failed	0	0	0	0
160	0	0	0	0	Both_failed	0	0	0	0
161	0	0	0	0	Both_failed	0	0	0	0
162	0	0	0	0	Both_failed	0	0	0	0
163	0	0	1	1		0.7522,0.4124,0.5823	0.4124,0.7522,0.5823	0.73,0.4662,0.5981	0.4662,0.73,0.5981
164	0	0	1	1		0.7057,0.5616,0.6337	0.5616,0.7057,0.6337	0.673,0.5958,0.6344	0.5958,0.673,0.6344
165	0	0	0	0	Both_failed	0	0	0	0
166	0	0	2	2		0.6717,0.2995,0.7169,0.5627;0.6717,0.2995,0.5616,0.5109	0.2995,0.6717,0.7169,0.5627;0.2995,0.6717,0.5616,0.5109	0.6756,0.3142,0.7204,0.5701;0.6756,0.3142,0.5958,0.5285	0.3142,0.6756,0.7204,0.5701;0.3142,0.6756,0.5958,0.5285
167	0	0	0	0	Both_failed	0	0	0	0
168	0	0	4	4		0.5141,0.6501,0.4124,0.5255;0.5141,0.6501,0.4859,0.55;0.5141,0.5901,0.4124,0.5055;0.5141,0.5901,0.4859,0.53	0.6501,0.4124,0.5141,0.5255;0.6501,0.4859,0.5141,0.55;0.4124,0.5901,0.5141,0.5055;0.4859,0.5901,0.5141,0.53	0.5862,0.642,0.4662,0.5648;0.5862,0.642,0.5478,0.592;0.5862,0.6102,0.4662,0.5542;0.5862,0.6102,0.5478,0.5814	0.642,0.4662,0.5862,0.5648;0.642,0.5478,0.5862,0.592;0.4662,0.6102,0.5862,0.5542;0.5478,0.6102,0.5862,0.5814
169	0	0	2	2		0.8808,0.7454,0.8131;0.8808,0.5233,0.7021	0.8808,0.7454,0.8131;0.8808,0.5233,0.7021	0.8442,0.7446,0.7944;0.8442,0.535,0.6896	0.8442,0.7446,0.7944;0.8442,0.535,0.6896
170	0	0	2	2		0.7057,0.6501,0.6779;0.7057,0.4527,0.5792	0.6501,0.7057,0.6779;0.4527,0.7057,0.5792	0.673,0.642,0.6575;0.673,0.4992,0.5861	0.642,0.673,0.6575;0.4992,0.673,0.5861
171	0	0	0	0	Both_failed	0	0	0	0
172	0	0	2	2		0.8288,0.4124,0.6206;0.8288,0.2551,0.5419	0.4124,0.8288,0.6206;0.8288,0.2551,0.5419	0.7978,0.4662,0.632;0.7978,0.3318,0.5648	0.4662,0.7978,0.632;0.7978,0.3318,0.5648
173	0	0	1	2	Exhaus	0.4951,0.6717,0.4124,0.5264	0.4951,0.6717,0.4124,0.5264;0.6717,0.427,0.4124,0.5037	0.5632,0.6756,0.4662,0.5683	0.5632,0.6756,0.4662,0.5683;0.6756,0.4918,0.4662,0.5445
174	0	0	0	0	Both_failed	0	0	0	0
175	0	0	0	0	Both_failed	0	0	0	0
176	0	0	0	0	Both_failed	0	0	0	0
177	0	0	0	0	Both_failed	0	0	0	0
178	0	0	0	0	Both_failed	0	0	0	0
179	0	0	0	0	Both_failed	0	0	0	0
180	0	0	0	0	Both_failed	0	0	0	0
181	0	0	0	0	Both_failed	0	0	0	0
182	0	0	0	0	Both_failed	0	0	0	0
183	0	0	0	0	Both_failed	0	0	0	0
184	0	0	0	0	Both_failed	0	0	0	0
185	0	0	0	0	Both_failed	0	0	0	0
186	0	0	0	0	Both_failed	0	0	0	0
187	0	0	0	0	Both_failed	0	0	0	0
188	0	0	1	1		0.7454,0.7522,0.7488	0.7522,0.7454,0.7488	0.7446,0.73,0.7373	0.73,0.7446,0.7373
189	0	0	0	0	Both_failed	0	0	0	0
190	0	0	0	0	Both_failed	0	0	0	0
191	0	0	0	0	Both_failed	0	0	0	0
192	0	0	0	0	Both_failed	0	0	0	0
193	0	0	1	1		0.4951,0.4518,0.6501,0.5323	0.4951,0.6501,0.4518,0.5323	0.5632,0.45,0.642,0.5517	0.5632,0.642,0.45,0.5517
194	0	0	0	0	Both_failed	0	0	0	0
195	0	0	0	0	Both_failed	0	0	0	0
196	0	0	2	2		0.7057,0.6717,0.6887;0.7057,0.6149,0.6603	0.7057,0.6717,0.6887;0.7057,0.6149,0.6603	0.673,0.6756,0.6743;0.673,0.6454,0.6592	0.673,0.6756,0.6743;0.673,0.6454,0.6592
197	0	0	3	3		0.7454,0.8808,0.5535,0.7266;0.7454,0.8808,0.5901,0.7388;0.7454,0.8808,0.4527,0.693	0.8808,0.5535,0.7454,0.7266;0.8808,0.7454,0.5901,0.7388;0.8808,0.7454,0.4527,0.693	0.7446,0.8442,0.5812,0.7233;0.7446,0.8442,0.6102,0.733;0.7446,0.8442,0.4992,0.696	0.8442,0.5812,0.7446,0.7233;0.8442,0.7446,0.6102,0.733;0.8442,0.7446,0.4992,0.696
198	0	0	0	0	Both_failed	0	0	0	0
199	0	0	1	1		0.7454,0.5233,0.6717,0.6468	0.6717,0.5233,0.7454,0.6468	0.7446,0.535,0.6756,0.6517	0.6756,0.535,0.7446,0.6517
200	0	0	0	0	Both_failed	0	0	0	0
201	0	0	2	2		0.6493,0.2995,0.5616,0.4527,0.4908;0.6493,0.2995,0.5616,0.5535,0.516	0.6493,0.4527,0.5616,0.2995,0.4908;0.6493,0.5535,0.5616,0.2995,0.516	0.672,0.3142,0.5958,0.4992,0.5203;0.672,0.3142,0.5958,0.5812,0.5408	0.672,0.4992,0.5958,0.3142,0.5203;0.672,0.5812,0.5958,0.3142,0.5408
202	0	0	0	0	Both_failed	0	0	0	0
203	0	0	2	3	Exhaus	0.6717,0.5535,0.427,0.5507;0.6717,0.4124,0.427,0.5037	0.5535,0.4124,0.427,0.4643;0.5535,0.427,0.6717,0.5507;0.4124,0.427,0.6717,0.5037	0.6756,0.5812,0.4918,0.5829;0.6756,0.4662,0.4918,0.5445	0.5812,0.4662,0.4918,0.5131;0.5812,0.4918,0.6756,0.5829;0.4662,0.4918,0.6756,0.5445
204	0	0	0	0	Both_failed	0	0	0	0
205	0	0	1	1		0.7522,0.4124,0.5823	0.7522,0.4124,0.5823	0.73,0.4662,0.5981	0.73,0.4662,0.5981
206	0	0	0	0	Both_failed	0	0	0	0
207	0	0	4	4		0.8808,0.4518,0.6663;0.8808,0.5616,0.7212;0.8808,0.427,0.6539;0.8808,0.2995,0.5901	0.4518,0.8808,0.6663;0.5616,0.8808,0.7212;0.427,0.8808,0.6539;0.2995,0.8808,0.5901	0.8442,0.45,0.6471;0.8442,0.5958,0.72;0.8442,0.4918,0.668;0.8442,0.3142,0.5792	0.45,0.8442,0.6471;0.5958,0.8442,0.72;0.4918,0.8442,0.668;0.3142,0.8442,0.5792
