1	0.823702454264	greedy
1	0.854215491026	exhaus
1	0.8237024542639999	exhaus
1	0.843737728068	exhaus
2	0.731439753175	greedy
2	0.634477383775	greedy
2	0.731439753175	exhaus
2	0.813713884465	exhaus
2	0.634477383775	exhaus
2	0.7464561895449999	exhaus
6	0.9235592	greedy
6	0.95757664	greedy
6	0.9235592	exhaus
6	0.95757664	exhaus
7	0.980823682638442	greedy
7	0.980823682638442	exhaus
12	0.93021932083	greedy
12	0.93021932083	exhaus
13	0.8592337544499999	greedy
13	0.8592337544499999	exhaus
16	0.944183612597	greedy
16	0.90859448419	greedy
16	0.944183612597	exhaus
16	0.90859448419	exhaus
16	0.93417824659	exhaus
19	0.93691012	greedy
19	0.93691012	exhaus
19	0.85439272	exhaus
21	0.927585217351	greedy
21	0.901342878283	greedy
21	0.927585217351	exhaus
21	0.901342878283	exhaus
23	0.9467772	greedy
23	0.94208072	greedy
23	0.9467772	exhaus
23	0.94208072	exhaus
24	0.83892961	greedy
24	0.8514079299999999	greedy
24	0.8514079299999999	greedy
24	0.83892961	exhaus
24	0.8514079299999999	exhaus
24	0.8514079299999999	exhaus
26	0.954972821118	greedy
26	0.954972821118	exhaus
26	0.934612354397	exhaus
29	0.951875832615	greedy
29	0.973291895458	greedy
29	0.948592307335	exhaus
29	0.951875832615	exhaus
29	0.8937105276549999	exhaus
29	0.971469594082	exhaus
29	0.973291895458	exhaus
29	0.941011128226	exhaus
29	0.96367600159	exhaus
31	0.9014883722879999	greedy
31	0.9014883722879999	exhaus
32	0.90116804656	greedy
32	0.894483332128	greedy
32	0.90116804656	exhaus
32	0.894483332128	exhaus
34	0.8866466245919999	greedy
34	0.7971171386239999	exhaus
34	0.8866466245919999	exhaus
36	0.83192460784	greedy
36	0.85360581136	greedy
36	0.8507804987200001	greedy
36	0.83192460784	exhaus
36	0.85360581136	exhaus
36	0.8507804987200001	exhaus
39	0.86822481205	greedy
39	0.8922095893	greedy
39	0.82078092775	exhaus
39	0.905733595915	exhaus
39	0.86822481205	exhaus
39	0.8922095893	exhaus
41	0.89940288	greedy
41	0.89940288	exhaus
42	0.894247242344	greedy
42	0.894247242344	exhaus
42	0.846444290056	exhaus
47	0.93871928	greedy
47	0.94317736	greedy
47	0.93871928	exhaus
47	0.94317736	exhaus
48	0.8580106000000001	greedy
48	0.8580106000000001	exhaus
53	0.8425926204099999	greedy
53	0.8425926204099999	exhaus
59	0.92289129259	greedy
59	0.8894630971599999	greedy
59	0.92289129259	exhaus
59	0.8894630971599999	exhaus
61	0.942561723850291	greedy
61	0.942561723850291	exhaus
61	0.9630911461111294	exhaus
62	0.95459277742	greedy
62	0.8978069971	greedy
62	0.93759627973	greedy
62	0.94144858141	greedy
62	0.93759627973	exhaus
62	0.94144858141	exhaus
62	0.95459277742	exhaus
62	0.8978069971	exhaus
62	0.93759627973	exhaus
62	0.94144858141	exhaus
62	0.977319076116	exhaus
62	0.978719213172	exhaus
62	0.98470220624	exhaus
63	0.899610008844	greedy
63	0.9249364148579999	greedy
63	0.899610008844	exhaus
63	0.9249364148579999	exhaus
66	0.98579136	greedy
66	0.95113992	greedy
66	0.98579136	exhaus
66	0.95113992	exhaus
67	0.950251330582	greedy
67	0.950251330582	exhaus
69	0.87097888	greedy
69	0.87097888	exhaus
73	0.90246207	greedy
73	0.90246207	exhaus
74	0.8800744	greedy
74	0.91681392	greedy
74	0.94379504	greedy
74	0.91838896	greedy
74	0.8800744	exhaus
74	0.91681392	exhaus
74	0.94379504	exhaus
74	0.91838896	exhaus
76	0.90338131	greedy
76	0.82706932	greedy
76	0.90338131	exhaus
76	0.82706932	exhaus
78	0.8425926204099999	greedy
78	0.96577351396	greedy
78	0.8425926204099999	exhaus
78	0.96577351396	exhaus
78	0.93780114796	exhaus
78	0.95422551928	exhaus
84	0.8654179429	greedy
84	0.8654179429	exhaus
91	0.87392817097	greedy
91	0.87392817097	exhaus
97	0.936902525952	greedy
97	0.86536771072	exhaus
97	0.936902525952	exhaus
101	0.947629265549	greedy
101	0.947629265549	exhaus
103	0.9409145161019999	greedy
103	0.948620849737	greedy
103	0.9409145161019999	exhaus
103	0.948620849737	exhaus
103	0.87392817097	exhaus
106	0.952748857824	greedy
106	0.952748857824	exhaus
108	0.967553469685648	greedy
108	0.952886807795152	greedy
108	0.967553469685648	exhaus
108	0.9695763122418055	exhaus
108	0.952886807795152	exhaus
118	0.86208701941	greedy
118	0.86208701941	exhaus
119	0.936979153888	greedy
119	0.936979153888	greedy
119	0.936979153888	exhaus
119	0.936979153888	exhaus
121	0.8550255637449999	greedy
121	0.8550255637449999	exhaus
123	0.9197173073279999	greedy
123	0.87171983071	greedy
123	0.9249364148579999	greedy
123	0.919717307328	exhaus
123	0.89724460768	exhaus
123	0.87171983071	exhaus
123	0.9249364148579999	exhaus
127	0.957028858962	greedy
127	0.914783467753	exhaus
127	0.886204910944	exhaus
127	0.957028858962	exhaus
130	0.9737477543813464	greedy
130	0.9737477543813464	exhaus
130	0.9565746752256412	exhaus
136	0.93981592	greedy
136	0.97046224	greedy
136	0.93981592	exhaus
136	0.97046224	exhaus
148	0.97078348996	greedy
148	0.97078348996	exhaus
148	0.979734043928	exhaus
150	0.89015082	greedy
150	0.89015082	exhaus
152	0.9327439853227876	greedy
152	0.9327439853227876	exhaus
155	0.8269052033200001	greedy
155	0.8162119747300001	greedy
155	0.82690520332	exhaus
155	0.8162119747300001	exhaus
163	0.85439272	greedy
163	0.85439272	exhaus
164	0.87097888	greedy
164	0.87097888	exhaus
166	0.934894318135	greedy
166	0.8991793326399999	greedy
166	0.934894318135	exhaus
166	0.8991793326399999	exhaus
168	0.900098357484	greedy
168	0.912594563619	greedy
168	0.882967467084	greedy
168	0.897606492219	greedy
168	0.900098357484	exhaus
168	0.912594563619	exhaus
168	0.882967467084	exhaus
168	0.897606492219	exhaus
169	0.96965168	greedy
169	0.94317736	greedy
169	0.96965168	exhaus
169	0.94317736	exhaus
170	0.89702443	greedy
170	0.83892961	greedy
170	0.89702443	exhaus
170	0.83892961	exhaus
172	0.89940288	greedy
172	0.87247312	greedy
172	0.89940288	exhaus
172	0.87247312	exhaus
173	0.902600205508	greedy
173	0.902600205508	exhaus
173	0.8894630971599999	exhaus
188	0.93691012	greedy
188	0.93691012	exhaus
193	0.903152515618	greedy
193	0.903152515618	exhaus
196	0.90338131	greedy
196	0.88666507	greedy
196	0.90338131	exhaus
196	0.88666507	exhaus
197	0.98644947512	greedy
197	0.987560223632	greedy
197	0.983390364464	greedy
197	0.98644947512	exhaus
197	0.987560223632	exhaus
197	0.983390364464	exhaus
199	0.960154944694	greedy
199	0.960154944694	exhaus
201	0.941055959969488	greedy
201	0.95191208866504	greedy
201	0.941055959969488	exhaus
201	0.95191208866504	exhaus
203	0.91600625065	greedy
203	0.8894630971599999	greedy
203	0.8496657718	exhaus
203	0.91600625065	exhaus
203	0.88946309716	exhaus
205	0.85439272	greedy
205	0.85439272	exhaus
207	0.93465456	greedy
207	0.94774272	greedy
207	0.9316984	greedy
207	0.9165004	greedy
207	0.93465456	exhaus
207	0.94774272	exhaus
207	0.9316984	exhaus
